name,recclass,mass (g),fall,date,year,reclat,reclong
Yamato 86612,H4,0.8,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86616,H4,0.77,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86617,H4,0.77,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86456,H4,0.76,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86570,H4,0.76,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86628,H4,0.75,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86177,H4,0.74,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86259,H4,0.73,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86507,H4,0.71,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86250,H4,0.7,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86606,H4,0.7,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86264,H4,0.68,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86626,H4,0.68,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86557,H4,0.66,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86590,H4,0.66,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86688,CM2,0.66,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86034,CM2,0.65,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86262,H4,0.65,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86510,H4,0.65,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86629,H4,0.65,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86508,H4,0.64,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86555,H4,0.64,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86564,H4,0.64,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86175,H4,0.63,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86178,H4,0.61,Found,1/1/1986,1986,-71.5,35.66667
Lewis Cliff 86069,LL6,0.6,Found,1/1/1986,1986,-84.2737,161.69153
Lewis Cliff 86306,H5,0.6,Found,1/1/1986,1986,-84.27387,161.68663
Lewis Cliff 86461,H5,0.6,Found,1/1/1986,1986,-84.27411,161.67841
Lewis Cliff 86476,H5,0.6,Found,1/1/1986,1986,-84.27412,161.67838
Yamato 86169,H4,0.59,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86173,H4,0.58,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86260,H4,0.51,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86268,H4,0.51,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86509,H4,0.51,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86450,H4,0.5,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86266,H4,0.44,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86546,H4,0.42,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86180,H4,0.41,Found,1/1/1986,1986,-71.5,35.66667
Lewis Cliff 86467,H5,0.4,Found,1/1/1986,1986,-84.27402,161.67934
Yamato 86516,H4,0.33,Found,1/1/1986,1986,-71.5,35.66667
Lewis Cliff 86521,H5,0.3,Found,1/1/1986,1986,-84.25044,161.42376
Yamato 86182,H4,0.3,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86269,H4,0.28,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86181,H4,0.25,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86183,H4,0.21,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86184,H4,0.2,Found,1/1/1986,1986,-71.5,35.66667
Yamato 86058,L6,0.17,Found,1/1/1986,1986,-71.5,35.66667
Blumenau,Iron IVA,,Found,1/1/1986,1986,-26.92383,-49.05883
Ingella Station,H5,50000,Found,1/1/1987,1987,-25.55,142.78333
Zagora,Iron IAB-ung,50000,Found,1/1/1987,1987,30.36667,-5.85
Sukhoj Liman,H4/5,48000,Found,1/1/1987,1987,46.4,30.8
Asuka 87251,LL6,46000,Found,1/1/1987,1987,-72,26
Asuka 87034,L4,19064.5,Found,1/1/1987,1987,-72,26
Caddo County,Iron IAB-ung,18000,Found,1/1/1987,1987,35,-98.33333
Maria da Fé,Iron IVA,18000,Found,1/1/1987,1987,-22.3,-45.36667
Laochenzhen,H5,14250,Fell,1/1/1987,1987,33.13333,115.16667
Elephant Moraine 87538,L6,11894,Found,1/1/1987,1987,-76.18333,157.16667
Pampa (e),L6,10000,Found,1/1/1987,1987,-23.2,-70.43333
Elephant Moraine 87500,Mesosiderite-B,8132,Found,1/1/1987,1987,-76.05029,156.07013
Allan Hills 87900,L6,8000,Found,1/1/1987,1987,-76.75009,159.34471
Lewis Cliff 87030,H5,7986.5,Found,1/1/1987,1987,-84.28333,161.08333
Elephant Moraine 87536,L6,7526.4,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87533,L6,7364.8,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87308,H5,6060,Found,1/1/1987,1987,-72,26
Asuka 87272,Eucrite-mmict,5706,Found,1/1/1987,1987,-72,26
Asuka 87029,L4,5443.51,Found,1/1/1987,1987,-72,26
Queen Alexandra Range 87401,L6,4866.2,Found,1/1/1987,1987,-84.41511,163.67432
Elephant Moraine 87501,Mesosiderite,4403,Found,1/1/1987,1987,-76.04325,156.08694
Lewis Cliff 87029,H5,4026.6,Found,1/1/1987,1987,-84.28333,161.08333
Elephant Moraine 87537,H5,3702,Found,1/1/1987,1987,-76.27247,157.15495
Elephant Moraine 87539,H5,2928.5,Found,1/1/1987,1987,-76.04491,156.06704
Asuka 87337,L5,2642,Found,1/1/1987,1987,-72,26
Asuka 87010,L6,2066.83,Found,1/1/1987,1987,-72,26
Elephant Moraine 87546,H6,2018.2,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87502,L6,1810.1,Found,1/1/1987,1987,-76.28503,156.49716
Elephant Moraine 87543,H6,1761.9,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87503,Howardite,1734.5,Found,1/1/1987,1987,-76.27468,156.491
Elephant Moraine 87550,H5,1639.8,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87032,H6,1581.8,Found,1/1/1987,1987,-84.3403,161.40292
Elephant Moraine 87544,LL4,1499.4,Found,1/1/1987,1987,-76.18333,157.16667
MacAlpine Hills 87304,L6,1433,Found,1/1/1987,1987,-84.21667,160.5
Lewis Cliff 87031,H5,1315.1,Found,1/1/1987,1987,-84.34704,161.34955
Elephant Moraine 87554,L6,1293.5,Found,1/1/1987,1987,-76.2723,156.51413
Asuka 87350,H5,1268.84,Found,1/1/1987,1987,-72,26
Lewis Cliff 87033,H5,1264.2,Found,1/1/1987,1987,-84.28333,161.08333
MacAlpine Hills 87305,L4,1244.2,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87535,L6,1230.8,Found,1/1/1987,1987,-76.27512,156.36181
Elephant Moraine 87547,H6,1223.2,Found,1/1/1987,1987,-76.04544,156.09938
MacAlpine Hills 87306,L4,1198.7,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87540,L6,1172.4,Found,1/1/1987,1987,-76.28432,157.2153
Elephant Moraine 87541,L6,1161.4,Found,1/1/1987,1987,-75.98619,155.69836
Elephant Moraine 87534,L5,1155.3,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87339,H4,1103.15,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87302,L4,1094.6,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87008,L4,1071.86,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87307,H4,1055.6,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87331,H5,914.24,Found,1/1/1987,1987,-72,26
Asuka 87128,H6,909.55,Found,1/1/1987,1987,-72,26
Asuka 87074,L4,847.07,Found,1/1/1987,1987,-72,26
Asuka 87241,L6,797.69,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87308,L6,770.8,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87260,L6,770.11,Found,1/1/1987,1987,-72,26
Elephant Moraine 87557,L4,745.3,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87034,H5,734.8,Found,1/1/1987,1987,-84.28333,161.08333
MacAlpine Hills 87309,L6,684.7,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87553,H4,682.2,Found,1/1/1987,1987,-76.18333,157.16667
Greenwell Springs,LL4,664,Found,1/1/1987,1987,30.51528,-91.01222
Asuka 87319,L3.1,650.84,Found,1/1/1987,1987,-72,26
Asuka 87334,H4,637.91,Found,1/1/1987,1987,-72,26
El Carmen,H6,629,Found,1/1/1987,1987,26.86667,-105.23333
Asuka 87242,H5,618.53,Found,1/1/1987,1987,-72,26
Elephant Moraine 87542,Eucrite-br,608.6,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87515,L6,588.1,Found,1/1/1987,1987,-76.05805,156.3874
Elephant Moraine 87559,L6,584.2,Found,1/1/1987,1987,-76.26578,156.48253
Elephant Moraine 87509,Eucrite-pmict,583.9,Found,1/1/1987,1987,-76.28513,157.23912
Asuka 87275,H5,572.32,Found,1/1/1987,1987,-72,26
Asuka 87233,H4,569.95,Found,1/1/1987,1987,-72,26
Asuka 87165,L5,568.92,Found,1/1/1987,1987,-72,26
Elephant Moraine 87548,Eucrite-Mg rich,560.2,Found,1/1/1987,1987,-76.27148,157.20281
Asuka 87328,H4,544.26,Found,1/1/1987,1987,-72,26
Elephant Moraine 87549,L6,538.6,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87552,H6,535.1,Found,1/1/1987,1987,-76.04887,156.35829
Lewis Cliff 87044,H6,534.8,Found,1/1/1987,1987,-84.34629,161.28953
Elephant Moraine 87531,Eucrite-pmict,527.2,Found,1/1/1987,1987,-76.2826,157.23989
Asuka 87338,H4,524.72,Found,1/1/1987,1987,-72,26
Asuka 87341,H4,514.79,Found,1/1/1987,1987,-72,26
Asuka 87312,L4,509.58,Found,1/1/1987,1987,-72,26
Elephant Moraine 87545,H5,486.3,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87332,H4,483.25,Found,1/1/1987,1987,-72,26
Elephant Moraine 87551,H5,476,Found,1/1/1987,1987,-76.05056,156.44307
Elephant Moraine 87555,L6,474.1,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87564,L4,471,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87330,H4,467.39,Found,1/1/1987,1987,-72,26
Lewis Cliff 87047,H6,455.7,Found,1/1/1987,1987,-84.35317,161.42588
Asuka 87232,H4,451.34,Found,1/1/1987,1987,-72,26
Asuka 87200,L3,449.09,Found,1/1/1987,1987,-72,26
Lewis Cliff 87046,L6,440.2,Found,1/1/1987,1987,-84.36628,161.20142
Gilzem,H5,436,Found,1/1/1987,1987,49.87361,6.50556
MacAlpine Hills 87313,H5,430,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87243,L6,428.66,Found,1/1/1987,1987,-72,26
Lewis Cliff 87038,L6,428.2,Found,1/1/1987,1987,-84.35558,161.30681
Lewis Cliff 87040,L6,418.2,Found,1/1/1987,1987,-84.34866,161.39599
Asuka 87342,H4,417.49,Found,1/1/1987,1987,-72,26
Asuka 87099,L6,417.07,Found,1/1/1987,1987,-72,26
Lewis Cliff 87035,L6,413.3,Found,1/1/1987,1987,-84.37804,161.12475
MacAlpine Hills 87310,L4,411,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87575,H6,396,Found,1/1/1987,1987,-76.04045,156.11675
Elephant Moraine 87513,Howardite,394.5,Found,1/1/1987,1987,-76.2727,156.46332
Elephant Moraine 87560,H5,389.9,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87566,L6,388.1,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87336,H4,386.8,Found,1/1/1987,1987,-72,26
Asuka 87320,H5,381.64,Found,1/1/1987,1987,-72,26
Asuka 87169,L5,377.67,Found,1/1/1987,1987,-72,26
Elephant Moraine 87556,L6,362.6,Found,1/1/1987,1987,-76.26621,156.48428
Elephant Moraine 87572,L6,355,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87116,H4,350.91,Found,1/1/1987,1987,-72,26
Elephant Moraine 87578,L6,350,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87518,Eucrite-pmict,349.6,Found,1/1/1987,1987,-76.28562,157.24155
Elephant Moraine 87565,H6,343.7,Found,1/1/1987,1987,-76.26614,157.05846
Elephant Moraine 87576,H5,327.5,Found,1/1/1987,1987,-76.28528,157.17764
Elephant Moraine 87579,H5,326.4,Found,1/1/1987,1987,-76.18333,157.16667
MacAlpine Hills 87312,H5,322.5,Found,1/1/1987,1987,-84.21667,160.5
MacAlpine Hills 87314,L6,319.3,Found,1/1/1987,1987,-84.21667,160.5
MacAlpine Hills 87311,H4,312.8,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87108,L6,311.57,Found,1/1/1987,1987,-72,26
Lewis Cliff 87049,L4,309.7,Found,1/1/1987,1987,-84.35338,161.35777
Lewis Cliff 87039,H6,309.4,Found,1/1/1987,1987,-84.35363,161.35933
Elephant Moraine 87562,H6,308.3,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87570,L5,307.7,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87558,L5,306.4,Found,1/1/1987,1987,-76.27776,157.14855
Elephant Moraine 87568,L6,305.7,Found,1/1/1987,1987,-76.27428,156.51289
Elephant Moraine 87561,L6,304.6,Found,1/1/1987,1987,-76.28273,157.18088
Elephant Moraine 87563,H6,300.4,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87567,L6,298.5,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87246,L6,288.38,Found,1/1/1987,1987,-72,26
Elephant Moraine 87580,L6,286.5,Found,1/1/1987,1987,-76.26862,156.52022
Asuka 87173,L6,285.83,Found,1/1/1987,1987,-72,26
Lewis Cliff 87048,H6,277.6,Found,1/1/1987,1987,-84.35073,161.32162
Elephant Moraine 87517,Ureilite,272.6,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87573,L4,272.3,Found,1/1/1987,1987,-76.26879,156.52139
Asuka 87325,H5,270.36,Found,1/1/1987,1987,-72,26
Lewis Cliff 87006,Mesosiderite-A,269.5,Found,1/1/1987,1987,-84.28333,161.08333
Elephant Moraine 87584,L6,263.1,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87166,L3,262.4,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87303,L4,254.2,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87105,L6,253.65,Found,1/1/1987,1987,-72,26
Elephant Moraine 87510,Eucrite-pmict,250.3,Found,1/1/1987,1987,-76.28514,157.2449
Asuka 87277,H3.7,250.02,Found,1/1/1987,1987,-72,26
Asuka 87167,L3,246.66,Found,1/1/1987,1987,-72,26
Lewis Cliff 87045,L6,245.1,Found,1/1/1987,1987,-84.36734,161.25271
Asuka 87274,H3.6,244.45,Found,1/1/1987,1987,-72,26
Asuka 87178,H5,241.93,Found,1/1/1987,1987,-72,26
Elephant Moraine 87574,L6,238.5,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87582,L4,236.4,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87037,H5,232.2,Found,1/1/1987,1987,-84.28333,161.08333
Asuka 87148,L6,229.74,Found,1/1/1987,1987,-72,26
Lewis Cliff 87036,L6,224.5,Found,1/1/1987,1987,-84.34819,161.36359
Asuka 87222,L3,224.45,Found,1/1/1987,1987,-72,26
Asuka 87264,H5,221.43,Found,1/1/1987,1987,-72,26
Elephant Moraine 87820,H6,221.4,Found,1/1/1987,1987,-76.2681,156.47082
MacAlpine Hills 87315,H6,219.1,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87581,H5,216.9,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87586,L6,215.5,Found,1/1/1987,1987,-76.2676,156.46343
Lewis Cliff 87042,L6,212.1,Found,1/1/1987,1987,-84.36776,161.25817
Elephant Moraine 87569,L6,211.3,Found,1/1/1987,1987,-76.27543,156.50174
Asuka 87317,H6,211.13,Found,1/1/1987,1987,-72,26
Lewis Cliff 87004,Eucrite-pmict,208.4,Found,1/1/1987,1987,-84.36015,161.31654
Asuka 87147,Diogenite,205.39,Found,1/1/1987,1987,-72,26
Asuka 87329,H4,203.2,Found,1/1/1987,1987,-72,26
Lewis Cliff 87043,H5,201.8,Found,1/1/1987,1987,-84.28333,161.08333
Elephant Moraine 87583,L6,201.3,Found,1/1/1987,1987,-76.05861,156.38781
MacAlpine Hills 87318,LL6,196.9,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87532,Eucrite-pmict,193.5,Found,1/1/1987,1987,-76.2854,157.24495
Asuka 87309,L6,189.36,Found,1/1/1987,1987,-72,26
Asuka 87333,H4,187.2,Found,1/1/1987,1987,-72,26
Elephant Moraine 87512,Howardite,181.6,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87041,H5,181.6,Found,1/1/1987,1987,-84.27265,161.71794
Asuka 87250,LL3.6,181.2,Found,1/1/1987,1987,-72,26
Asuka 87278,H3.7,176,Found,1/1/1987,1987,-72,26
Elephant Moraine 87790,H5,175.4,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87230,H6,175.1,Found,1/1/1987,1987,-84.35632,161.32918
Asuka 87318,L3,172.2,Found,1/1/1987,1987,-72,26
Elephant Moraine 87756,L6,170.5,Found,1/1/1987,1987,-76.27559,156.50264
Elephant Moraine 87603,L6,169.8,Found,1/1/1987,1987,-76.27052,156.46121
Lewis Cliff 87169,L6,169.8,Found,1/1/1987,1987,-84.36976,161.22536
Asuka 87323,H5,169.33,Found,1/1/1987,1987,-72,26
Asuka 87196,L6,168.06,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87300,C2-ung,167.5,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87220,L3,162.89,Found,1/1/1987,1987,-72,26
Elephant Moraine 87635,L6,162.3,Found,1/1/1987,1987,-76.28142,156.49151
Elephant Moraine 87571,H5,162,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87778,H3.9,161.7,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87136,LL6,156.82,Found,1/1/1987,1987,-72,26
Villa Natamoros,L3.7,156,Found,1/1/1987,1987,26.75,-105.4
Rancho Blanco,Eucrite-mmict,155,Found,1/1/1987,1987,24.3,-102.18333
Asuka 87291,H5,154.59,Found,1/1/1987,1987,-72,26
Elephant Moraine 87821,H5,152.5,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87234,H4,151.9,Found,1/1/1987,1987,-72,26
Asuka 87326,H5,150.84,Found,1/1/1987,1987,-72,26
Lewis Cliff 87055,H6,150,Found,1/1/1987,1987,-84.38052,162.03964
Lewis Cliff 87224,L6,149.3,Found,1/1/1987,1987,-84.36419,161.32061
Asuka 87155,L3,148.19,Found,1/1/1987,1987,-72,26
Elephant Moraine 87577,H5,147.9,Found,1/1/1987,1987,-76.26584,156.49606
Elephant Moraine 87660,L6,144.9,Found,1/1/1987,1987,-76.27588,156.45743
Elephant Moraine 87615,L6,144.5,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87153,L3,142.51,Found,1/1/1987,1987,-72,26
Elephant Moraine 87746,EH4,142.3,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87214,H5,139.2,Found,1/1/1987,1987,-72,26
Asuka 87201,L6,138.74,Found,1/1/1987,1987,-72,26
Asuka 87226,H4,134.19,Found,1/1/1987,1987,-72,26
Asuka 87180,L3,133.04,Found,1/1/1987,1987,-72,26
Asuka 87346,CO3.3,132.11,Found,1/1/1987,1987,-72,26
Elephant Moraine 87744,L6,129.8,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87050,H6,129.7,Found,1/1/1987,1987,-84.34682,161.32187
Asuka 87340,H4,127.46,Found,1/1/1987,1987,-72,26
Lewis Cliff 87175,L6,127.4,Found,1/1/1987,1987,-84.35436,161.13518
Elephant Moraine 87644,L6,127.3,Found,1/1/1987,1987,-76.26933,156.47035
Elephant Moraine 87672,H6,126.3,Found,1/1/1987,1987,-76.26667,156.48604
Asuka 87197,H4,124.99,Found,1/1/1987,1987,-72,26
Asuka 87283,H3.6,123.35,Found,1/1/1987,1987,-72,26
Elephant Moraine 87745,H5,123,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87166,L6,122.7,Found,1/1/1987,1987,-84.36777,161.29976
Asuka 87258,L6,120.56,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87317,LL6,120.5,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87807,L6,120.1,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87210,H5,119.5,Found,1/1/1987,1987,-84.3724,161.1059
Asuka 87150,L4,119.32,Found,1/1/1987,1987,-72,26
Asuka 87146,Diogenite,118.72,Found,1/1/1987,1987,-72,26
Queen Alexandra Range 87400,L6,118.7,Found,1/1/1987,1987,-84.41065,163.75571
Elephant Moraine 87661,L6,118.6,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87695,H5,118.5,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87829,L6,116.2,Found,1/1/1987,1987,-76.28131,156.45469
Asuka 87154,L3,115.39,Found,1/1/1987,1987,-72,26
Asuka 87244,H6,115.03,Found,1/1/1987,1987,-72,26
Elephant Moraine 87724,L6,115,Found,1/1/1987,1987,-76.26881,156.48278
Asuka 87321,L6,114.88,Found,1/1/1987,1987,-72,26
Lewis Cliff 87199,L6,113.7,Found,1/1/1987,1987,-84.27357,161.69601
Lewis Cliff 87143,L6,112.9,Found,1/1/1987,1987,-84.34934,161.32419
MacAlpine Hills 87301,C3-ung,110.9,Found,1/1/1987,1987,-84.21667,160.5
Elephant Moraine 87759,L6,110.8,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87223,E3-an,110.3,Found,1/1/1987,1987,-84.3704,161.3181
Elephant Moraine 87709,L5,110,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87607,L6,109,Found,1/1/1987,1987,-76.26811,156.47653
Elephant Moraine 87622,L6,106.8,Found,1/1/1987,1987,-76.27279,156.50674
Asuka 87161,H5,106.46,Found,1/1/1987,1987,-72,26
Elephant Moraine 87587,L6,102.6,Found,1/1/1987,1987,-76.27598,156.50251
Lewis Cliff 87174,L6,101.5,Found,1/1/1987,1987,-84.35231,161.20166
Asuka 87311,H4,101.42,Found,1/1/1987,1987,-72,26
Asuka 87170,L3,98.42,Found,1/1/1987,1987,-72,26
Elephant Moraine 87589,L6,98.4,Found,1/1/1987,1987,-76.2723,156.47558
Asuka 87138,H4,98.26,Found,1/1/1987,1987,-72,26
Lewis Cliff 87113,L6,97.8,Found,1/1/1987,1987,-84.36326,161.26607
Asuka 87245,L6,97.65,Found,1/1/1987,1987,-72,26
Asuka 87224,L6,97.09,Found,1/1/1987,1987,-72,26
Elephant Moraine 87822,H5,96.2,Found,1/1/1987,1987,-76.0454,156.47609
Lewis Cliff 87171,H5,95.6,Found,1/1/1987,1987,-84.35432,161.19974
Elephant Moraine 87823,H3.9,95.4,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87145,L6,94.56,Found,1/1/1987,1987,-72,26
Asuka 87176,H4,93.75,Found,1/1/1987,1987,-72,26
Asuka 87229,L6,93.46,Found,1/1/1987,1987,-72,26
Elephant Moraine 87627,L6,93.2,Found,1/1/1987,1987,-76.2826,157.18509
Lewis Cliff 87172,H5,93.2,Found,1/1/1987,1987,-84.354,161.38306
Elephant Moraine 87655,L6,93,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87053,L6,91.74,Found,1/1/1987,1987,-72,26
Elephant Moraine 87616,L6,91.3,Found,1/1/1987,1987,-76.28085,156.49234
Elephant Moraine 87720,Ureilite-pmict,91.3,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87267,H5,91.1,Found,1/1/1987,1987,-84.27326,161.70494
Elephant Moraine 87818,L6,90.6,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87596,L6,90,Found,1/1/1987,1987,-76.27292,156.50649
Elephant Moraine 87592,H6,89.7,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87277,H5,89.5,Found,1/1/1987,1987,-84.27262,161.71756
Lewis Cliff 87261,H5,89.1,Found,1/1/1987,1987,-84.27271,161.71523
Asuka 87327,L6,88.9,Found,1/1/1987,1987,-72,26
Elephant Moraine 87755,H5,88.4,Found,1/1/1987,1987,-76.0453,156.47553
Asuka 87279,H5,88.22,Found,1/1/1987,1987,-72,26
Elephant Moraine 87526,CK5,88.2,Found,1/1/1987,1987,-76.29109,156.45119
Asuka 87193,H5,87.43,Found,1/1/1987,1987,-72,26
Asuka 87104,H4,86.71,Found,1/1/1987,1987,-72,26
MacAlpine Hills 87319,H5,86.2,Found,1/1/1987,1987,-84.21667,160.5
Asuka 87035,L4,85.94,Found,1/1/1987,1987,-72,26
Elephant Moraine 87788,L6,83.8,Found,1/1/1987,1987,-76.27282,156.51485
Lewis Cliff 87196,L6,83.3,Found,1/1/1987,1987,-84.37997,161.18202
Lewis Cliff 87083,L6,82.9,Found,1/1/1987,1987,-84.25393,161.38384
Elephant Moraine 87726,H3.9,82.5,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87840,H5,81.7,Found,1/1/1987,1987,-76.2786,157.22687
Lewis Cliff 87106,H6,81.6,Found,1/1/1987,1987,-84.34434,161.37806
Elephant Moraine 87623,L6,81.3,Found,1/1/1987,1987,-76.2795,156.45529
Lewis Cliff 87279,LL6,80,Found,1/1/1987,1987,-84.36195,161.29181
Elephant Moraine 87806,LL5,79.4,Found,1/1/1987,1987,-76.28284,157.17149
Asuka 87175,H5,79.34,Found,1/1/1987,1987,-72,26
Elephant Moraine 87594,L6,79.1,Found,1/1/1987,1987,-76.28328,156.48318
Elephant Moraine 87697,L6,79,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87843,L6,78.6,Found,1/1/1987,1987,-76.18333,157.16667
Elephant Moraine 87671,L6,78,Found,1/1/1987,1987,-76.18333,157.16667
Asuka 87199,L3,77.76,Found,1/1/1987,1987,-72,26
Allan Hills 87902,L6,77.3,Found,1/1/1987,1987,-76.76492,159.43019
Elephant Moraine 87613,L6,77,Found,1/1/1987,1987,-76.28185,156.48682
Elephant Moraine 87794,L6,77,Found,1/1/1987,1987,-76.26207,157.06876
Asuka 87110,L6,76.73,Found,1/1/1987,1987,-72,26
Elephant Moraine 87602,H6,76.7,Found,1/1/1987,1987,-76.18333,157.16667
Lewis Cliff 87022,CM2,75.4,Found,1/1/1987,1987,-84.34387,161.29695
Lewis Cliff 87095,H5,75.3,Found,1/1/1987,1987,-84.35064,161.38614
Lewis Cliff 87231,H6,75.1,Found,1/1/1987,1987,-84.35516,161.36864
Asuka 87112,L6,74.9,Found,1/1/1987,1987,-72,26
Asuka 87345,H4,73.78,Found,1/1/1987,1987,-72,26
Roosevelt County 110,L4,73.7,Found,1/1/1987,1987,33.736667,-103.623333
Asuka 87211,H4,73.44,Found,1/1/1987,1987,-72,26
Asuka 87195,H5,73.1,Found,1/1/1987,1987,-72,26
Asuka 87179,LL6,72.77,Found,1/1/1987,1987,-72,26
Elephant Moraine 87652,L6,72.1,Found,1/1/1987,1987,-76.28203,156.44323
Elephant Moraine 87626,L6,71.9,Found,1/1/1987,1987,-76.27909,156.49604
Asuka 87075,L6,71.87,Found,1/1/1987,1987,-72,26
